,Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS_Screen,Screen_PPI,Cpu_brand,HDD,SSD,Gpu_brand,os
421,Chuwi,Notebook,6,Windows 10,1.4,449.0,NormalScreen,Yes,267.338436,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,Windows 10,2.31,1427.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,Linux,2.3,597.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
424,Dell,Gaming,16,Windows 10,4.42,2799.0,NormalScreen,Yes,169.7808994,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,Windows 10,2.62,1159.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,Windows 10,2.02,1142.4,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,Linux,1.6,1099.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Others/No OS/Linux
428,HP,Gaming,12,Windows 10,3.35,1999.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,Windows 10,1.16,299.0,TouchScreen,Yes,189.9057905,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,Chrome OS,1.15,269.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Notebook,8,Windows 10,1.4,1010.0,NormalScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,Windows 10,1.7,599.0,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,Windows 10,2.3,2445.0,NormalScreen,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,Windows 10,2.5,2449.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,Windows 10,3.2,1695.0,NormalScreen,No,127.3356746,AMD Processor,1000,256,AMD,Windows
436,HP,Notebook,4,Windows 10,2.1,347.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,Chrome OS,1.1,2199.0,TouchScreen,No,234.5074,Intel Core i7,0,512,Intel,Others/No OS/Linux
438,Lenovo,Ultrabook,24,Windows 10,1.32,2382.0,NormalScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,Linux,2.0,559.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Others/No OS/Linux
440,Lenovo,Notebook,8,Windows 10,2.8,519.0,NormalScreen,No,106.1130621,AMD Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,Windows 10,2.2,749.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,Windows 10,1.36,1429.0,NormalScreen,Yes,176.2325736,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,Windows 10,2.2,349.0,NormalScreen,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,Windows 10,2.2,1099.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,Windows 10,1.64,1179.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,Linux,2.4,441.8,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Others/No OS/Linux
447,Dell,Workstation,8,Windows 10,2.23,1993.0,NormalScreen,No,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,Windows 10,2.2,1027.74,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,Windows 10 S,1.25,2589.0,TouchScreen,No,200.8425599,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,Windows 10,1.91,589.0,NormalScreen,No,100.4546699,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,Windows 10,2.17,1975.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,Windows 10,2.31,1534.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,Windows 10,1.65,1345.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
454,Dell,Notebook,8,Windows 10,2.36,979.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,Windows 10,1.47,479.0,TouchScreen,No,135.0942112,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,Windows 10,4.42,2046.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,Windows 10 S,1.252,989.0,TouchScreen,No,200.8425599,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,Windows 10 S,1.25,1799.0,TouchScreen,No,200.8425599,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,Windows 10,2.5,639.9,NormalScreen,No,106.1130621,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,Windows 10,2.23,544.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,Windows 10,1.4,435.0,NormalScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,Windows 10,2.37,749.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,No OS,1.5,799.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,AMD,Others/No OS/Linux
464,Lenovo,Notebook,8,Windows 10,2.67,2090.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,Windows 10,2.0,304.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,Windows 10,2.2,469.0,NormalScreen,No,100.4546699,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,Windows 10,2.02,759.0,NormalScreen,No,141.2119981,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,Windows 10,3.78,1699.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,Windows 10,1.4,1858.0,NormalScreen,Yes,209.8006829,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,Windows 10,1.29,1999.0,TouchScreen,Yes,331.2642361,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,Windows 10,1.9,1154.0,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,Chrome OS,1.1,1275.0,TouchScreen,No,234.5074,Intel Core i5,0,128,Intel,Others/No OS/Linux
473,Dell,Ultrabook,8,Windows 10,1.42,1841.85,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,Windows 10,2.06,1299.0,NormalScreen,Yes,282.4239962,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,Windows 10,1.79,740.0,NormalScreen,No,111.9352036,Intel Core i3,0,128,Intel,Windows
476,Dell,Workstation,8,Windows 10,1.78,2408.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
477,Lenovo,Notebook,8,Windows 10,1.7,1364.0,NormalScreen,No,157.3505121,Intel Core i5,0,180,Intel,Windows
478,Dell,Notebook,8,Windows 10,2.2,675.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
479,Toshiba,Notebook,8,Windows 10,1.05,1672.0,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,Windows 10,2.16,1262.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,Windows 10,2.18,586.6,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,Windows 10,1.49,726.0,NormalScreen,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,Windows 10,1.89,248.9,NormalScreen,No,141.2119981,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,Notebook,4,Windows 10,2.3,565.0,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,Windows 10,1.75,1049.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,Windows 10,2.17,2338.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,Windows 10,2.06,1899.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,Windows 10,1.36,1798.0,NormalScreen,Yes,176.2325736,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,Windows 10,0.91,1950.0,NormalScreen,No,176.2325736,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,Windows 10,2.3,1011.99,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,Windows 10,1.05,2799.0,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,Windows 10,1.99,1350.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,Windows 10,2.2,579.0,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,Windows 10,4.33,1269.0,TouchScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,Windows 10,1.3,1099.0,NormalScreen,Yes,125.367428,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,Windows 10,2.17,898.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,Windows 10,1.48,1749.0,NormalScreen,No,157.3505121,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,Windows 10,1.4,949.0,NormalScreen,Yes,165.6321181,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,Windows 10,2.3,911.0,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,Windows 10 S,1.2,340.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,Windows 10,1.91,618.99,NormalScreen,No,100.4546699,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,Windows 10,1.4,1599.0,TouchScreen,Yes,158.4825302,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,Windows 10,2.1,299.0,NormalScreen,No,111.9352036,Other Intel Processor,500,0,Intel,Windows
504,Lenovo,Netbook,4,Chrome OS,1.25,265.0,NormalScreen,No,135.0942112,Other Intel Processor,0,16,Intel,Others/No OS/Linux
505,Lenovo,Notebook,8,Windows 10,1.44,949.0,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
506,Asus,Notebook,8,Windows 10,2.0,1224.0,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Intel,Windows
507,Acer,Notebook,4,Windows 10,2.2,613.0,NormalScreen,Yes,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
508,HP,Ultrabook,8,Windows 10,1.34,1323.0,NormalScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
509,Lenovo,Gaming,8,No OS,2.4,1149.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
510,Dell,Ultrabook,8,Windows 10,1.29,899.0,TouchScreen,Yes,165.6321181,Intel Core i5,0,128,Intel,Windows
511,Acer,Notebook,4,Windows 10,2.2,639.0,NormalScreen,No,141.2119981,Intel Core i7,500,0,Nvidia,Windows
512,Dell,Notebook,8,Windows 10,2.18,836.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
513,Dell,Notebook,16,Windows 10,2.2,1219.24,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
514,Xiaomi,Notebook,16,No OS,1.95,1399.95,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
515,Asus,Netbook,2,Windows 10,1.1,245.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
516,HP,Notebook,4,Windows 10,2.04,521.47,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
517,Asus,Gaming,24,Windows 10,2.24,2968.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
518,HP,Notebook,8,Windows 10,2.04,889.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
519,Asus,Gaming,16,Windows 10,3.0,1504.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
520,Lenovo,Gaming,8,Windows 10,3.2,1399.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
521,HP,Ultrabook,8,Windows 10,1.32,1399.0,NormalScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
522,Dell,Notebook,8,Windows 10,1.64,1279.73,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
523,HP,Notebook,4,Windows 10,1.63,689.0,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
524,Dell,Notebook,8,Linux,2.8,889.0,NormalScreen,Yes,127.3356746,Intel Core i5,1000,128,AMD,Others/No OS/Linux
525,Lenovo,Notebook,8,Windows 7,2.02,1340.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
526,Lenovo,Notebook,4,Windows 10,2.2,799.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
527,Lenovo,Notebook,8,No OS,2.2,459.0,NormalScreen,No,100.4546699,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
528,Dell,Notebook,4,Windows 10,2.3,585.0,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
529,Dell,Notebook,8,Windows 10,1.9,1377.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
530,Dell,Gaming,16,Windows 10,4.42,3012.77,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
531,Toshiba,Notebook,8,Windows 10,2.0,860.0,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
532,Asus,Notebook,8,Windows 10,2.0,1299.0,NormalScreen,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
533,Mediacom,Notebook,4,Windows 10,1.2,369.0,NormalScreen,Yes,165.6321181,Other Intel Processor,0,32,Intel,Windows
534,Asus,Gaming,8,Windows 10,2.3,1649.0,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
535,Dell,Notebook,8,Windows 10,1.93,1369.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
536,Dell,Notebook,8,Windows 10,2.2,797.41,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
537,HP,Notebook,4,Windows 10,1.86,398.99,NormalScreen,No,141.2119981,Other Intel Processor,0,256,Intel,Windows
538,HP,Gaming,12,Windows 10,2.62,1799.0,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
539,Lenovo,Notebook,8,Windows 10,1.87,859.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Nvidia,Windows
540,Dell,Ultrabook,8,Windows 10,1.2,1399.0,TouchScreen,No,276.0535301,Intel Core i7,0,256,Intel,Windows
541,Dell,Notebook,4,Windows 10,1.6,735.87,NormalScreen,No,157.3505121,Intel Core i3,0,128,Intel,Windows
542,HP,Ultrabook,8,Windows 10,1.34,1145.0,NormalScreen,Yes,276.0535301,Intel Core i7,0,256,Intel,Windows
543,Acer,Gaming,8,Linux,2.4,798.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
544,Asus,Notebook,4,Windows 10,2.0,349.0,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
545,HP,Notebook,4,Windows 10,2.1,705.5,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
546,Lenovo,Notebook,4,Windows 10,1.87,785.0,NormalScreen,No,157.3505121,Intel Core i5,500,0,Intel,Windows
547,Lenovo,Notebook,4,No OS,2.15,462.35,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
548,HP,Notebook,4,Windows 10,1.86,397.0,NormalScreen,No,141.2119981,Intel Core i3,500,0,Intel,Windows
549,Lenovo,Notebook,8,Windows 10,1.99,1729.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
550,Lenovo,Notebook,4,Windows 10,2.2,499.0,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
551,Dell,Notebook,8,Windows 10,1.9,1116.99,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
552,Dell,Gaming,16,Windows 10,4.42,2699.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
553,HP,Notebook,8,Windows 10,2.65,544.15,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
554,HP,Notebook,8,Windows 10,2.63,1280.0,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
555,Asus,Notebook,4,Linux,2.0,224.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Others/No OS/Linux
556,Mediacom,Notebook,4,Windows 10,1.35,255.0,NormalScreen,Yes,165.6321181,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,Notebook,6,Windows 10,2.8,949.0,NormalScreen,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
558,HP,Notebook,6,Windows 10,1.91,568.9,NormalScreen,Yes,141.2119981,AMD Processor,0,128,AMD,Windows
559,Dell,Notebook,4,Windows 10,2.18,617.9,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
560,Acer,2 in 1 Convertible,4,Windows 10,1.25,349.0,TouchScreen,Yes,189.9057905,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,Notebook,4,Windows 10,2.05,630.0,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Windows
562,HP,Ultrabook,16,Windows 10,1.16,1965.0,TouchScreen,Yes,276.0535301,Other Intel Processor,0,512,Intel,Windows
563,Lenovo,Notebook,8,Windows 10,3.4,2999.0,NormalScreen,Yes,127.3356746,Intel Core i7,0,256,Nvidia,Windows
564,Asus,Notebook,8,Windows 10,2.5,839.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,Windows 10,1.21,1599.0,TouchScreen,Yes,331.2642361,Intel Core i5,0,128,Intel,Windows
566,Dell,Notebook,4,Windows 10,1.93,959.0,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
567,Fujitsu,Notebook,8,Windows 10,2.2,739.0,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
568,Lenovo,Notebook,4,Windows 10,2.2,344.0,NormalScreen,No,141.2119981,Other Intel Processor,500,0,Intel,Windows
569,Lenovo,Notebook,4,Windows 10,2.02,990.0,NormalScreen,No,111.9352036,Intel Core i5,500,0,Intel,Windows
570,HP,Workstation,8,Windows 10,3.14,1860.99,NormalScreen,No,106.1130621,Intel Core i5,500,0,Nvidia,Windows
571,HP,Notebook,8,Windows 10,1.94,389.0,NormalScreen,No,111.9352036,Other Intel Processor,2000,0,Intel,Windows
572,HP,Notebook,6,Windows 10,1.95,649.0,NormalScreen,Yes,141.2119981,AMD Processor,0,256,AMD,Windows
573,Lenovo,Notebook,8,Windows 10,2.3,830.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
574,Lenovo,Notebook,4,Windows 10,2.05,685.0,NormalScreen,No,141.2119981,Intel Core i5,500,0,Intel,Windows
575,Mediacom,Notebook,4,Windows 10,1.4,249.0,NormalScreen,No,157.3505121,Other Intel Processor,0,32,Intel,Windows
576,Toshiba,Ultrabook,16,Windows 10,1.24,1865.0,TouchScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
577,Lenovo,Gaming,32,Windows 10,4.6,2663.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
578,MSI,Gaming,16,Windows 10,4.14,2729.0,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
579,Dell,Notebook,8,Linux,2.2,749.01,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
580,Mediacom,Notebook,4,Windows 10,1.45,389.0,NormalScreen,Yes,157.3505121,Other Intel Processor,0,32,Intel,Windows
581,Dell,Notebook,8,Windows 10,1.9,1008.52,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
582,HP,Notebook,4,Windows 10,1.49,719.0,NormalScreen,No,165.6321181,Intel Core i3,0,128,Intel,Windows
583,Dell,Notebook,16,Windows 10,1.93,1537.39,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
584,Dell,Netbook,4,Chrome OS,1.26,295.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
585,MSI,Gaming,16,Windows 10,4.5,2349.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
586,HP,Gaming,16,Windows 10,3.78,1498.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
587,Lenovo,Ultrabook,12,Windows 10,1.4,1673.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
588,Lenovo,Notebook,12,Windows 10,2.2,609.0,TouchScreen,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
589,Asus,Gaming,8,Windows 10,2.73,1770.0,NormalScreen,Yes,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
590,Asus,2 in 1 Convertible,8,Windows 10,2.2,739.0,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
591,Lenovo,Notebook,12,Windows 10,2.2,949.0,NormalScreen,No,141.2119981,AMD Processor,0,512,AMD,Windows
592,Dell,2 in 1 Convertible,4,Windows 10,1.39,603.0,TouchScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
593,Samsung,Notebook,16,Windows 10,2.5,1699.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
594,Lenovo,Notebook,4,No OS,2.8,529.0,NormalScreen,No,127.3356746,Intel Core i3,500,0,Intel,Others/No OS/Linux
595,Lenovo,Notebook,8,Windows 10,2.29,459.0,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
596,Lenovo,2 in 1 Convertible,8,Windows 10,1.37,2025.0,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
597,Lenovo,Notebook,8,Windows 10,1.7,1474.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
598,Dell,2 in 1 Convertible,8,Windows 10,1.34,1670.0,TouchScreen,No,176.2325736,Intel Core i5,0,256,Intel,Windows
599,Dell,Workstation,8,Windows 10,2.06,1763.0,TouchScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
600,HP,Notebook,8,Windows 10,1.84,1219.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
601,HP,Notebook,4,Windows 10,2.1,668.48,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
602,Acer,Notebook,4,Windows 10,1.6,329.0,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
603,MSI,Gaming,16,Windows 10,4.14,2199.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
604,Dell,Notebook,4,Linux,2.18,465.0,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Others/No OS/Linux
605,MSI,Gaming,16,Windows 10,1.8,2299.0,NormalScreen,No,282.4239962,Intel Core i7,2000,256,Nvidia,Windows
606,Toshiba,Notebook,8,Windows 10,2.2,1399.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
607,Lenovo,Notebook,6,Windows 10,2.4,564.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
608,Lenovo,2 in 1 Convertible,8,Windows 10,2.0,1299.0,TouchScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
609,Acer,Notebook,4,Windows 10,1.6,349.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
610,Lenovo,Notebook,32,Windows 10,2.5,4899.0,NormalScreen,Yes,282.4239962,Other Intel Processor,0,1000,Nvidia,Windows
611,Dell,Gaming,16,Windows 10,2.59,879.01,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
612,Dell,Notebook,4,Linux,2.18,443.9,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
613,Dell,Notebook,4,Linux,2.25,359.0,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
614,Dell,Notebook,4,Linux,1.93,869.0,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Others/No OS/Linux
615,Asus,Gaming,8,Windows 10,3.0,1168.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
616,Dell,Notebook,4,Linux,2.18,569.0,NormalScreen,No,141.2119981,Intel Core i5,0,128,AMD,Others/No OS/Linux
617,HP,Ultrabook,8,Windows 10,1.84,1389.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Intel,Windows
618,MSI,Gaming,16,Windows 10,2.94,2267.86,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
619,Acer,2 in 1 Convertible,4,Chrome OS,1.25,379.0,TouchScreen,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
620,HP,Notebook,8,Windows 10,2.31,1124.0,NormalScreen,No,111.9352036,Intel Core i5,0,256,Intel,Windows
621,Lenovo,Notebook,8,Windows 7,1.65,1465.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
622,Dell,Notebook,4,Windows 10,2.2,776.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
623,Fujitsu,Notebook,8,Windows 10,2.2,799.0,NormalScreen,No,100.4546699,Intel Core i5,0,256,Intel,Windows
624,HP,Notebook,4,Windows 7,1.88,932.0,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
625,Lenovo,Notebook,8,Windows 10,2.2,899.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
626,Mediacom,Notebook,2,Windows 10,1.4,239.0,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
627,Lenovo,Notebook,4,No OS,2.2,468.0,NormalScreen,No,141.2119981,Intel Core i5,0,128,Intel,Others/No OS/Linux
628,Asus,2 in 1 Convertible,6,Windows 10,1.5,639.01,TouchScreen,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
629,Dell,Notebook,8,Windows 10,2.0,1820.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
630,Asus,Ultrabook,16,Windows 10,1.1,1900.0,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
631,Dell,Gaming,16,Windows 10,2.62,1479.0,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
